Date,Startup_Name,Sector,City,Funding_Type,Funding_Amount,Education_Background,Age_Group,Professional_Background,Gender_Mix,Initial_Investment,Burn_Rate,Revenue_Model,Customer_Type,City_Tier,Competition_Level,No_of_CoFounders,Status,Survival_Duration_Years
25/08/2015,EazyDiner,Restaurant Reservation Platform,Gurgaon,Private Equity,"30,00,000",Arts,20-29,Corporate,Male-Dominated,0.92,Medium,Mixed,Mixed,Tier 3,High,2,Failed,1
25/08/2015,RevX,Cross-channel CRM platform,Mumbai,Private Equity,"40,00,000",IIM,20-29,Engineer,Mixed,2.51,Low,Mixed,Mixed,Tier 1,Medium,2,Unicorn,15
25/08/2015,ICustomMadeIt,Professional Custom creators Marketplace,Pune,Seed Funding,"2,50,000",Commerce,20-29,Consultant,Mixed,4.39,Medium,B2C,B2C,Tier 2,High,2,Failed,2
26/08/2015,PickMyLaundry,on-Demand Washing & Dry-Cleaning,New Delhi,Seed Funding,"1,00,000",Stanford,20-29,Engineer,Male-Dominated,3.58,High,B2B,B2B,Tier 3,Low,1,Failed,13
26/08/2015,Belita,On-Demand Beauty Service,Mumbai,Seed Funding,"4,00,000",Arts,20-29,Engineer,Male-Dominated,0.23,Medium,B2B,B2B,Tier 1,High,1,Acquired,14
26/08/2015,EzySolare,solar products and services marketplace,Ahmedabad,Seed Funding,,IIT,40-49,Consultant,Male-Dominated,3.92,Medium,B2B,B2B,Tier 3,Low,1,Active,9
26/08/2015,FoodTalkIndia,Online Food Community Platform,Gurgaon,Seed Funding,"5,00,000",IIM,50-59,Entrepreneur,Mixed,4.29,High,B2C,B2C,Tier 3,Medium,2,Unicorn,6
27/08/2015,InstaSafe,Private Cloud Networks SAAS platform,Bangalore,Seed Funding,,Dropout,40-49,Entrepreneur,Male-Dominated,4.25,Medium,Mixed,Mixed,Tier 1,Medium,1,Unicorn,4
27/08/2015,Eazy Coach,Education Marketplace,Kolkata,Seed Funding,,Stanford,20-29,Corporate,Mixed,1.39,High,Mixed,Mixed,Tier 3,High,1,Active,13
27/08/2015,Djubo.com,Cloud Based Hotel Sales Platform,New Delhi,Private Equity,,IIM,30-39,Engineer,Male-Dominated,1.94,Medium,B2C,B2C,Tier 3,Low,1,Acquired,9
28/08/2015,BetterButter.in,online recipe sharing platform,New Delhi,Seed Funding,,IIM,20-29,Engineer,Mixed,2.29,High,Mixed,Mixed,Tier 3,Low,1,Acquired,14
28/08/2015,Vyomo,Beauty & Lifestyle Mobile Marketplace,Bangalore,Private Equity,"20,00,000",IIM,20-29,Engineer,Male-Dominated,2.45,High,Mixed,Mixed,Tier 1,Low,3,Unicorn,15
28/08/2015,RollMafia,QSR Restaurant Chain,Pune,Seed Funding,"1,60,000",IIT,20-29,Entrepreneur,Male-Dominated,3.4,High,B2C,B2C,Tier 2,Medium,1,Acquired,12
29/08/2015,iamwire,Digital Media publishing platform,Gurgaon,Seed Funding,,Dropout,20-29,Corporate,Mixed,4.37,Medium,B2B,B2B,Tier 3,Medium,2,Acquired,14
31/08/2015,DropKaffe,Online Coffee Delivery platform,Bangalore,Seed Funding,"3,00,000",IIM,30-39,Engineer,Male-Dominated,2.56,Low,B2C,B2C,Tier 1,Medium,1,Active,10
31/08/2015,Reverie,Language Localization Cloud platform,Bangalore,Private Equity,"40,00,000",IIT,30-39,Entrepreneur,Male-Dominated,0.11,High,B2C,B2C,Tier 1,Medium,4,Active,14
31/08/2015,Infinite Analytics,Big Data & predictive Analysis Platform,Mumbai,Private Equity,,IIM,40-49,Corporate,Male-Dominated,1.44,Medium,B2C,B2C,Tier 1,Low,2,Failed,11
01/07/2015,Parcelled,Online Logistics Platform,Bangalore,Seed Funding,,Dropout,30-39,Engineer,Mixed,1.05,High,B2C,B2C,Tier 1,Low,1,Failed,4
01/07/2015,Retigence Technologies,Business IT Intelligence Services,Mumbai,Private Equity,,Commerce,20-29,Consultant,Mixed,1.45,Medium,B2B,B2B,Tier 1,Medium,2,Unicorn,5
01/07/2015,Cloudcherry Analytics,CRM / Analytics platform,Chennai,Seed Funding,"10,00,000",IIM,20-29,Engineer,Mixed,3.86,Medium,B2C,B2C,Tier 2,Medium,2,Failed,10
01/07/015,HandyHome,Hyperlocal Electronics repair Service,Mumbai,Seed Funding,"6,30,000",Commerce,30-39,Consultant,Mixed,3.49,High,Mixed,Mixed,Tier 1,Low,1,Acquired,12
01/07/2015,iDreamCareer,Ed-Tech Platform,New Delhi,Seed Funding,,Harvard,50-59,Corporate,Female-Dominated,3.75,High,B2B,B2B,Tier 3,Low,1,Acquired,2
01/07/2015,Ola Cabs,Cab rental Mobile app,Bangalore,Private Equity,,Harvard,30-39,Entrepreneur,Male-Dominated,3.08,High,Mixed,Mixed,Tier 1,High,1,Unicorn,13
01/07/2015,NxtGen,IT infrastructure & Data Center services,Bangalore,Private Equity,"1,35,00,000",Arts,30-39,Engineer,Female-Dominated,4.38,Low,Mixed,Mixed,Tier 1,Medium,5,Unicorn,5
02/07/2015,BankBazaar,Online Financial Services,Chennai,Private Equity,"6,00,00,000",IIM,40-49,Entrepreneur,Mixed,1.34,Low,B2C,B2C,Tier 2,Medium,5,Failed,8
02/07/2015,Gozoomo,Used Car Marketplace,Bangalore,Private Equity,"50,00,000",IIT,40-49,Engineer,Male-Dominated,0.68,Medium,B2B,B2B,Tier 1,Low,2,Active,15
02/07/2015,Zenatix,Internet of Things platform,Gurgaon,Seed Funding,"1,61,000",IIT,30-39,Entrepreneur,Male-Dominated,4.6,High,B2B,B2B,Tier 3,Medium,2,Failed,1
03/07/2015,CultureAlley,Language Learning App,Jaipur,Private Equity,"65,00,000",IIM,30-39,Corporate,Male-Dominated,4.95,Medium,B2C,B2C,Tier 3,Low,3,Failed,1
03/07/2015,Goqii,Mobile Fitness Marketplace,Mumbai,Private Equity,,Arts,30-39,Engineer,Female-Dominated,0.69,Low,Mixed,Mixed,Tier 1,High,2,Acquired,8
03/07/2015,Gingercrush,Custom Merchandize platform,Ahmedabad,Seed Funding,"10,00,000",IIT,40-49,Teacher,Male-Dominated,4.76,Medium,B2B,B2B,Tier 3,Low,2,Failed,14
04/07/2015,Elanic,P2P Pre-owned goods marketplace,Bangalore,Seed Funding,,Arts,30-39,Corporate,Male-Dominated,0.68,Medium,B2C,B2C,Tier 1,High,2,Active,2
04/07/2015,Stitchwood,Custom Furniture Marketplace,Mumbai,Seed Funding,"3,95,000",IIM,20-29,Engineer,Female-Dominated,3.63,Medium,B2B,B2B,Tier 1,Medium,2,Active,4
05/07/2015,Urban Tailor,Online Tailoring Services,Bangalore,Seed Funding,,IIM,20-29,Consultant,Mixed,2.49,High,Mixed,Mixed,Tier 1,Medium,2,Failed,2
06/07/2015,ConfirmtTkt,Rail Ticket Confirmation predictor,Bangalore,Seed Funding,,Stanford,40-49,Consultant,Male-Dominated,4.81,High,B2B,B2B,Tier 1,Medium,2,Failed,4
06/07/2015,Paper Boat,Ethnic Beverages manufacturer,Gurgaon,Private Equity,"3,00,00,000",Harvard,20-29,Engineer,Mixed,3.6,Medium,Mixed,Mixed,Tier 3,Low,5,Failed,13
06/07/2015,getNow,Hyperlocal Goods marketplace,Nagpur,Seed Funding,,IIM,50-59,Entrepreneur,Female-Dominated,4.48,Low,B2C,B2C,Tier 3,Medium,1,Failed,11
07/07/2015,Wudstay,Budget Accommodation aggregator,Gurgaon,Private Equity,"30,00,000",Harvard,30-39,Engineer,Mixed,2.67,Medium,B2B,B2B,Tier 3,Low,3,Unicorn,5
07/07/2015,Liases Foras,Real Estate Rating & Analysis,New Delhi,Private Equity,"50,00,000",Dropout,20-29,Engineer,Male-Dominated,4.42,High,B2B,B2B,Tier 3,Medium,4,Active,10
07/07/2015,Eatlo,Food Delivery platform,Bangalore,Seed Funding,,IIT,30-39,Engineer,Male-Dominated,3.66,High,Mixed,Mixed,Tier 1,High,2,Active,12
07/07/2015,IndiaLends,Financial Tech,New Delhi,Private Equity,,IIT,20-29,Consultant,Mixed,0.72,High,B2C,B2C,Tier 3,Low,1,Acquired,7
08/07/2015,Quinto,Food Discovery App,Pune,Seed Funding,,IIM,40-49,Entrepreneur,Male-Dominated,4.7,High,Mixed,Mixed,Tier 2,Medium,2,Unicorn,1
08/07/2015,Saavn,Music Streaming App,Mumbai,Private Equity,"10,00,00,000",IIT,20-29,Corporate,Mixed,1.94,High,B2B,B2B,Tier 1,Medium,3,Acquired,10
08/07/2015,Flytxt,Big Data & Analytics platform,Mumbai / Global,Private Equity,"1,10,00,000",IIM,30-39,Teacher,Male-Dominated,2.21,Medium,B2B,B2B,Tier 3,Medium,4,Failed,6
08/07/2015,Axtria,Big Data & Analytics platform,India / US,Private Equity,"3,00,00,000",IIT,30-39,Corporate,Mixed,3.28,High,B2C,B2C,Tier 3,Medium,5,Acquired,5
08/07/2015,33Coupons,Coupon Aggregator Platform,Kanpur,Seed Funding,"20,000",IIM,20-29,Engineer,Female-Dominated,1.72,Medium,B2B,B2B,Tier 3,Low,2,Unicorn,5
08/07/2015,Ampere,Electric Scooter manufacturer,Coimbatore,Seed Funding,,IIT,30-39,Corporate,Male-Dominated,2.48,Medium,B2C,B2C,Tier 3,Low,2,Acquired,7
08/07/2015,Hopping Chef,Online Food-Tech Platform,Mumbai,Seed Funding,"4,70,000",IIT,20-29,Engineer,Male-Dominated,4.02,High,B2B,B2B,Tier 1,Medium,1,Acquired,3
08/07/2015,Collectabillia,Celebrity Fashion Brand,Bangalore,Private Equity,"75,00,000",Harvard,30-39,Engineer,Mixed,2.66,Medium,Mixed,Mixed,Tier 1,Low,4,Acquired,9
08/07/2015,Lendingkart,Online Finance lending platform,Ahmedabad,Private Equity,"1,00,00,000",MBA,30-39,Engineer,Mixed,3.79,Low,Mixed,Mixed,Tier 3,Low,5,Unicorn,9
08/07/2015,Lybrate,Healthcare Mobile App,New Delhi,Private Equity,"1,02,00,000",IIM,40-49,Consultant,Mixed,4.7,High,B2B,B2B,Tier 3,Low,4,Acquired,2
08/07/2015,Zoomcar,Self-driven vehicle rental,Bangalore,Private Equity,"1,10,00,000",MBA,20-29,Engineer,Male-Dominated,0.96,Medium,B2C,B2C,Tier 1,High,3,Failed,3
09/07/2015,\\xc2\\xa0News in shorts,\\xc2\\xa0News Aggregator mobile app,\\xc2\\xa0Noida,Private Equity,"\\xc2\\xa020,000,000",IIM,40-49,Consultant,Female-Dominated,0.41,High,B2B,B2B,Tier 3,High,1,Unicorn,5
09/07/2015,\\xc2\\xa0Bluestone,\\xc2\\xa0Online Jewellery Store,\\xc2\\xa0Bangalore,Private Equity,"\\xc2\\xa016,200,000",Commerce,20-29,Corporate,Male-Dominated,3.78,Medium,B2C,B2C,Tier 3,Low,2,Unicorn,5
09/07/2015,\\xc2\\xa0Shopsity,\\xc2\\xa0Fashion Info Aggregator App,\\xc2\\xa0Gurgaon,Seed Funding,\\xc2\\xa0N/A,Arts,40-49,Engineer,Male-Dominated,2.86,Medium,Mixed,Mixed,Tier 3,Medium,2,Failed,3
09/07/2015,\\xc2\\xa0Notesgen,\\xc2\\xa0Online Study Notes Marketplace,\\xc2\\xa0New Delhi,Seed Funding,\\xc2\\xa0N/A,Commerce,50-59,Corporate,Male-Dominated,0.6,Low,Mixed,Mixed,Tier 3,Medium,2,Acquired,11
\\xc2\\xa010/7/2015,\\xc2\\xa0Infinity Assurance,\\xc2\\xa0Warranty Programs Service Administration,\\xc2\\xa0New Delhi,Seed Funding,"\\xc2\\xa0600,000",IIT,40-49,Corporate,Male-Dominated,4.25,Medium,B2B,B2B,Tier 3,Low,2,Acquired,12
10/07/2015,\\xc2\\xa0Footprints Education,\\xc2\\xa0Pre-School Chain,\\xc2\\xa0Gurgaon,Seed Funding,"\\xc2\\xa0685,000",IIT,30-39,Corporate,Male-Dominated,3.13,Medium,B2C,B2C,Tier 3,High,1,Active,11
10/07/2015,\\xc2\\xa0Loylty Rewards,\\xc2\\xa0Premium Loyalty Rewards Point Management,\\xc2\\xa0Mumbai,Private Equity,"\\xc2\\xa019,350,000",IIT,30-39,Corporate,Mixed,0.05,Low,Mixed,Mixed,Tier 3,High,1,Active,1
13/07/2015,\\xc2\\xa0Ameyo,\\xc2\\xa0Contact Center Software Platform,\\xc2\\xa0Gurgaon,Private Equity,"\\xc2\\xa05,000,000",IIT,20-29,Engineer,Male-Dominated,0.85,High,B2C,B2C,Tier 3,Medium,2,Unicorn,1
13/07/2015,\\xc2\\xa0Mamagoto,\\xc2\\xa0Casual Dining restaurant Chain,\\xc2\\xa0New Delhi,Private Equity,"\\xc2\\xa010,000,000",Commerce,50-59,Corporate,Male-Dominated,4.93,Low,Mixed,Mixed,Tier 3,High,2,Acquired,2
13/07/2015,\\xc2\\xa0Satvacart,\\xc2\\xa0Online Grocery Delivery,\\xc2\\xa0Gurgaon,Seed Funding,\\xc2\\xa0N/A,Harvard,20-29,Consultant,Male-Dominated,3.38,Medium,Mixed,Mixed,Tier 3,High,1,Active,1
14/07/2015,MySmartPrice,Online comparison engine,Hyderabad,Private Equity,"1,00,00,000",Arts,30-39,Engineer,Male-Dominated,3.02,Medium,Mixed,Mixed,Tier 2,High,5,Active,15
14/07/2015,Zenify,Residential Rental management platform,Bangalore,Seed Funding,\\xc2\\xa0N/A,IIM,30-39,Consultant,Mixed,0.83,Medium,Mixed,Mixed,Tier 1,Low,2,Failed,6
14/07/2015,Boxmyspace,Physical Storage warehouses,Mumbai,Seed Funding,"3,00,000",MBA,20-29,Entrepreneur,Mixed,4.71,High,Mixed,Mixed,Tier 1,Medium,2,Failed,4
14/07/2015,HackerRank,Tech Recruitment platform,Bangalore,Private Equity,"75,00,000",IIT,30-39,Corporate,Male-Dominated,2.98,Low,Mixed,Mixed,Tier 1,Low,4,Unicorn,10
14/07/2015,WickedRide,Bike Rental Platform,Bangalore,Seed Funding,"7,90,000",Dropout,50-59,Engineer,Female-Dominated,4.63,High,B2B,B2B,Tier 1,High,1,Unicorn,3
14/07/2015,WoWexpress,Tech enabled logistics platform,Mumbai,Seed Funding,"5,00,000",Harvard,40-49,Engineer,Female-Dominated,4.17,Medium,B2B,B2B,Tier 1,Medium,2,Active,13
15/07/2015,Oyo Rooms,Budget Hotel Accommodation,Gurgaon,Private Equity,"10,00,00,000",Stanford,30-39,Consultant,Male-Dominated,1.24,Low,B2C,B2C,Tier 3,High,3,Active,8
15/07/2015,Mobikon,Restaurant customer engagement platform,Pune,Private Equity,"23,00,000",MBA,30-39,Engineer,Mixed,4.03,High,B2C,B2C,Tier 2,Low,4,Unicorn,1
15/07/2015,InstaLively.com,Live video streaming app,New Delhi,Seed Funding,,IIM,30-39,Engineer,Male-Dominated,3.47,Medium,B2B,B2B,Tier 3,High,2,Acquired,11
15/07/2015,Roadrunnr,Hyper local logistics platform,Bangalore,Private Equity,"1,10,00,000",IIT,20-29,Entrepreneur,Female-Dominated,3.94,High,Mixed,Mixed,Tier 1,High,5,Unicorn,1
16/07/2015,Ketto,Crowd Funding Platform,Mumbai,Seed Funding,"7,00,000",IIT,50-59,Corporate,Male-Dominated,2.61,Low,B2B,B2B,Tier 1,High,2,Active,12
17/07/2015,QuikWallet,F&B sector Mobile Payment platform,Mumbai,Private Equity,"16,00,000",MBA,20-29,Teacher,Mixed,3.5,Low,Mixed,Mixed,Tier 1,Medium,3,Acquired,4
17/07/2015,Omnikart,Industrial Supplies B2B ecommerce,Mumbai,Seed Funding,"1,00,000",IIM,30-39,Corporate,Male-Dominated,2.26,Medium,B2B,B2B,Tier 1,Medium,2,Acquired,5
20/07/2015,Zo Rooms,Online budget hotel chain,New Delhi,Private Equity,"1,50,00,000",IIT,20-29,Engineer,Male-Dominated,2.25,Low,B2B,B2B,Tier 3,Medium,4,Unicorn,5
20/07/2015,Innoviti,Payment Solutions platform,Bangalore,Private Equity,"48,50,000",IIT,30-39,Engineer,Male-Dominated,3.09,Medium,Mixed,Mixed,Tier 1,Low,4,Failed,5
21/07/2015,ZenRadius,Online Hiring Platform,Bangalore,Seed Funding,,MBA,30-39,Engineer,Male-Dominated,3.31,Medium,B2B,B2B,Tier 1,Low,1,Unicorn,6
21/07/2015,Joy by nature,Organic Food ecommerce,New Delhi,Private Equity,"10,00,000",IIT,40-49,Engineer,Mixed,4.07,High,B2C,B2C,Tier 3,Medium,2,Active,9
22/07/2015,Iqlect,Big Data & Analytics platform,Bangalore,Private Equity,"20,00,000",MBA,50-59,Engineer,Mixed,1.32,High,B2B,B2B,Tier 1,Low,2,Acquired,5
22/07/2015,deGustibus,Fine Dining Restaurant Chain,Mumbai,Private Equity,"3,00,00,000",IIM,40-49,Entrepreneur,Male-Dominated,2.47,Low,Mixed,Mixed,Tier 1,Low,3,Unicorn,4
23/07/2015,Nestaway,Luxury Rental Homes,Bangalore,Private Equity,"1,27,50,000",Arts,30-39,Engineer,Male-Dominated,3.63,Low,B2B,B2B,Tier 1,Medium,5,Acquired,5
23/07/2015,Mswipe,Mobile Point of Sale payment solution,,Private Equity,"2,50,00,000",IIT,30-39,Consultant,Mixed,3.68,High,B2C,B2C,Tier 3,Low,4,Failed,14
23/07/2015,Myonsto,Online Grocers,Ahmedabad,Seed Funding,"3,20,000",IIM,50-59,Corporate,Male-Dominated,3.97,Medium,Mixed,Mixed,Tier 3,High,1,Unicorn,4
23/07/2015,iCrushiFlush,Casual Dating App,Mumbai,Seed Funding,,IIM,20-29,Engineer,Male-Dominated,4.68,High,B2B,B2B,Tier 1,Low,1,Acquired,8
23/07/2015,MedGenome,Clinical Genomics Provider,Bangalore,Private Equity,"2,00,00,000",IIT,30-39,Consultant,Mixed,4.09,Medium,B2B,B2B,Tier 1,Medium,3,Failed,14
23/07/2015,HolidayIQ,Travel information portal,Bangalore,Private Equity,"1,50,00,000",IIT,20-29,Engineer,Male-Dominated,1.67,Low,B2C,B2C,Tier 1,Low,4,Acquired,10
23/07/2015,Fitternity,Fitness Marketplace,Mumbai,Private Equity,"10,00,000",Stanford,20-29,Engineer,Male-Dominated,2.9,Medium,B2B,B2B,Tier 1,High,2,Unicorn,3
23/07/2015,Quikr,Online & Mobile classified listings,Mumbai,Private Equity,"6,00,00,000",IIM,30-39,Consultant,Male-Dominated,1.91,High,Mixed,Mixed,Tier 1,High,5,Acquired,6
23/07/2015,JetSetGo,Private Jet/ Helicopter Marketplace,New Delhi,Seed Funding,,Commerce,20-29,Consultant,Male-Dominated,1.48,High,B2B,B2B,Tier 3,Low,1,Active,6
24/07/2015,BroEx,Real Estate Broker network App,Gurgaon,Private Equity,"10,00,000",Dropout,30-39,Consultant,Male-Dominated,0.34,Low,B2C,B2C,Tier 3,High,2,Active,1
25/07/2015,Shopatplaces,Ethnic/ Traditional Fashion Store,New Delhi,Seed Funding,,Dropout,40-49,Engineer,Mixed,3.54,High,Mixed,Mixed,Tier 3,High,1,Unicorn,7
25/07/2015,CredR,Used Bikes Marketplace,Mumbai,Private Equity,"1,50,00,000",IIT,20-29,Consultant,Male-Dominated,4.97,Low,B2C,B2C,Tier 1,Low,4,Failed,11
27/07/2015,ManageMySpa,Spa & Salon Management Software,Hyderabad,Private Equity,"60,00,000",IIM,30-39,Consultant,Mixed,2.95,Low,Mixed,Mixed,Tier 2,High,3,Unicorn,5
27/07/2015,Townrush,B2B logistics delivery platform,Bangalore,Seed Funding,,Arts,20-29,Teacher,Male-Dominated,2.48,High,B2B,B2B,Tier 1,Low,2,Failed,4
27/07/2015,Locus,Logistics Automation Platform,Bangalore,Seed Funding,,IIT,40-49,Consultant,Mixed,1.53,Low,B2C,B2C,Tier 1,High,2,Acquired,11
27/07/2015,Bevy,Online Hiring Platform,Bangalore,Seed Funding,,IIM,20-29,Engineer,Female-Dominated,0.47,Medium,B2B,B2B,Tier 1,Low,2,Active,10
28/07/2015,Pepperfry,Online home d\\xc3\\xa9cor marketplace,Mumbai,Private Equity,"10,00,00,000",IIT,30-39,Corporate,Female-Dominated,1.13,Medium,B2B,B2B,Tier 1,Low,3,Unicorn,1
28/07/2015,Flipkart.com,Online Marketplace,Bangalore,Private Equity,"70,00,00,000",MBA,30-39,Engineer,Male-Dominated,2.85,Medium,Mixed,Mixed,Tier 1,Medium,3,Unicorn,8
28/07/2015,Opinio,Hyperlocal food & grocery store,Bangalore,Seed Funding,"13,00,000",IIT,30-39,Engineer,Male-Dominated,3.51,Low,Mixed,Mixed,Tier 1,Medium,4,Failed,13
28/07/2015,Zoctr,Health-Tech platform,Mumbai,Seed Funding,"10,00,000",Dropout,40-49,Entrepreneur,Mixed,3.76,Low,B2B,B2B,Tier 1,Medium,2,Unicorn,8
29/07/2015,Zimmber,Hyperlocal Handyman Services,Mumbai,Private Equity,"20,00,000",MBA,40-49,Entrepreneur,Male-Dominated,3.33,High,Mixed,Mixed,Tier 1,Low,2,Active,15
29/07/2015,trueHb,Medical Tech Instruments,New Delhi,Seed Funding,"24,00,000",MBA,50-59,Entrepreneur,Mixed,1.41,Medium,B2B,B2B,Tier 3,Medium,4,Failed,11
29/07/2015,Zovi.com / Little App,Hyperlocal Deals Marketplace,Bangalore,Private Equity,"5,00,00,000",IIT,20-29,Engineer,Female-Dominated,2.27,Low,Mixed,Mixed,Tier 1,High,4,Acquired,10
29/07/2015,Swajal,Innovative Water Solutions,Gurgaon,Private Equity,"12,00,000",IIT,20-29,Entrepreneur,Male-Dominated,3.19,High,B2B,B2B,Tier 3,Low,3,Acquired,11
30/07/2015,Pipa Bella,Online Jewelry Store,Mumbai,Private Equity,"6,00,000",IIM,20-29,Engineer,Mixed,0.37,Low,B2B,B2B,Tier 1,Low,1,Unicorn,6
30/07/2015,Pragmatix,Business intelligence & Analytics,Mumbai,Private Equity,"24,00,000",IIT,20-29,Corporate,Male-Dominated,0.43,Low,Mixed,Mixed,Tier 1,Low,2,Unicorn,1
30/07/2015,Droom.in,Used Vehicle Marketplace,New Delhi,Private Equity,"1,60,00,000",MBA,30-39,Entrepreneur,Male-Dominated,1.51,Medium,B2C,B2C,Tier 3,Low,3,Failed,14
30/07/2015,MadRat Games,Educational Board Games,Bangalore,Seed Funding,"1,68,000",Harvard,30-39,Corporate,Male-Dominated,3.12,Medium,Mixed,Mixed,Tier 1,High,1,Active,5
30/07/2015,Noodle Play,Chinese food delivery,Mumbai,Seed Funding,"1,68,000",IIM,20-29,Corporate,Male-Dominated,0.72,Medium,B2C,B2C,Tier 1,Medium,2,Unicorn,4
30/07/2015,Wassup,On-Demand Laundry & Dry cleaning App,Chennai,Private Equity,,MBA,30-39,Consultant,Mixed,4.39,Low,B2B,B2B,Tier 2,Medium,2,Unicorn,14
30/07/2015,Cartisan,On-Demand Car services App,Bangalore,Seed Funding,,Dropout,50-59,Engineer,Male-Dominated,3.7,Low,B2B,B2B,Tier 1,Low,2,Failed,12
31/07/2015,LazyLad,Hyperlocal Grocery App,Gurgaon,Private Equity,"5,00,000",Arts,30-39,Engineer,Female-Dominated,2.47,High,Mixed,Mixed,Tier 3,High,2,Failed,5
31/07/2015,TripFactory,Online Curated Holiday package bookings,Bangalore,Private Equity,,Dropout,30-39,Engineer,Mixed,1.5,Low,B2B,B2B,Tier 1,Low,1,Failed,15
31/07/2015,Prothom,Hasbro Toy Manufacturer,Pune,Private Equity,"20,00,000",IIT,40-49,Entrepreneur,Male-Dominated,1.21,Medium,B2B,B2B,Tier 2,High,3,Unicorn,15
31/07/2015,Bona Vita,Travel Tech,Gurgaon,Private Equity,"50,00,000",Dropout,20-29,Engineer,Male-Dominated,0.36,Low,B2B,B2B,Tier 3,Medium,4,Active,15
01/06/2015,Vyomo,Beauty and Wellness Platform,New Delhi,Seed Funding,,MBA,30-39,Corporate,Male-Dominated,1.46,High,B2C,B2C,Tier 3,Low,1,Unicorn,11
01/06/2015,Veeba Foods,Healthy Food Manufacturer,New Delhi,Private Equity,"60,00,000",Arts,30-39,Corporate,Female-Dominated,1.39,Low,B2B,B2B,Tier 3,High,4,Unicorn,10
01/06/2015,Truebil,Used Car Marketplace,Mumbai,Seed Funding,"5,00,000",IIM,30-39,Corporate,Male-Dominated,0.3,Medium,B2C,B2C,Tier 1,High,1,Unicorn,3
01/06/2015,Meritnation,Online Learning Platform,New Delhi,Private Equity,"40,00,000",Dropout,30-39,Engineer,Male-Dominated,1.07,Low,B2C,B2C,Tier 3,Low,4,Failed,13
01/06/2015,Eattreatonline,Healthy Food Online Community,New Delhi,Seed Funding,"3,50,000",MBA,40-49,Teacher,Male-Dominated,4.39,Medium,B2B,B2B,Tier 3,High,1,Acquired,5
01/06/2015,CredR,Used two-wheeler Marketplace,Mumbai,Seed Funding,,IIM,20-29,Consultant,Male-Dominated,0.33,Low,Mixed,Mixed,Tier 1,Medium,2,Active,3
01/06/2015,Glamrs,Online Fashion Video Portal,Mumbai,Private Equity,"10,00,000",IIT,40-49,Corporate,Female-Dominated,4.59,High,B2C,B2C,Tier 1,Low,1,Acquired,3
01/06/2015,Proviera,Probiotic Technology Products Manufacturer,Chennai,Private Equity,"5,50,000",Commerce,30-39,Corporate,Male-Dominated,2.53,Low,B2C,B2C,Tier 2,Medium,1,Active,12
01/06/2015,Arth DesignBuild,Architectural Design & Consulting,Hyderabad,Seed Funding,"5,00,000",Harvard,40-49,Engineer,Male-Dominated,4.4,High,B2B,B2B,Tier 2,Low,1,Active,15
02/06/2015,Saama,Big Data & Analytics Services,Pune / US,Private Equity,"3,50,00,000",MBA,30-39,Engineer,Mixed,0.58,Low,B2B,B2B,Tier 3,Medium,5,Active,6
02/06/2015,AllIzHealth,Preventive Healthcare Services,Pune,Seed Funding,"3,50,000",MBA,30-39,Consultant,Mixed,1.86,High,Mixed,Mixed,Tier 2,High,1,Acquired,3
02/06/2015,Karma Healthcare,Tech-enabled Rural Healthcare Services,Udaipur,Private Equity,,MBA,20-29,Engineer,Male-Dominated,1.69,Medium,B2B,B2B,Tier 3,High,2,Active,8
03/06/2015,Entropy Innovations,Engineering Innovations,Mumbai,Seed Funding,,IIT,20-29,Consultant,Male-Dominated,2.31,Medium,Mixed,Mixed,Tier 1,Medium,2,Unicorn,5
03/06/2015,Propstack,Real Estate Intelligence Platform,Mumbai,Private Equity,"30,00,000",IIM,40-49,Consultant,Mixed,4.38,Medium,Mixed,Mixed,Tier 1,Medium,3,Unicorn,5
03/06/2015,MyTaxiIndia,Online Car Rental Affiliates,New Delhi,Seed Funding,"1,00,000",IIM,40-49,Consultant,Male-Dominated,0.88,Low,B2B,B2B,Tier 3,High,2,Failed,4
03/06/2015,Arkin Net,Data Center Software platform,Pune / US,Private Equity,"1,50,00,000",IIM,40-49,Corporate,Male-Dominated,0.96,Low,B2B,B2B,Tier 3,Low,5,Failed,4
03/06/2015,Little Black Book Delhi,Online City & Lifestyle Guide,New Delhi,Seed Funding,"1,50,000",IIT,20-29,Engineer,Mixed,0.74,High,Mixed,Mixed,Tier 3,Medium,1,Active,3
03/06/2015,MyPoolin,P2P Payments platform,New Delhi,Seed Funding,,Arts,50-59,Corporate,Male-Dominated,2.03,Medium,B2C,B2C,Tier 3,Low,2,Active,3
03/06/2015,iCustomadeit,Bespoke Merchandize Marketplace,Pune,Seed Funding,"2,50,000",MBA,30-39,Engineer,Mixed,0.16,Low,B2C,B2C,Tier 2,High,2,Unicorn,8
03/06/2015,KAARYAH,Women Lifestyle Marketplace,Gurgaon,Seed Funding,,IIT,30-39,Engineer,Male-Dominated,1.0,Medium,Mixed,Mixed,Tier 3,High,1,Failed,4
04/06/2015,Ecom Express,Logistics Solution Provider,New Delhi,Private Equity,"13,70,00,000",IIM,40-49,Teacher,Mixed,2.12,High,B2C,B2C,Tier 3,High,5,Failed,5
04/06/2015,Vidooly,Video Intelligence Platform,Noida,Private Equity,"10,00,000",IIT,30-39,Corporate,Mixed,3.14,Medium,B2C,B2C,Tier 3,Low,1,Acquired,12
